Datetime;Load Energy [kWh];SLP-Energy [kWh];PV-Energy [kWh];Energy Price [Cent/kWh];Monthly Average Price [Cent/kWh];Dynamic Electricity Price [Cent/kWh];Static Electricity Price [Cent/kWh];Static Timevariant Electricity Price [Cent/kWh];Dynamic Timevariant Electricity Price [Cent/kWh];Dynamic Feed-in Price [Cent/kWh];Dynamic Feed-in Price U20 [Cent/kWh];Static Feed-in Price [Cent/kWh];Battery Charge [kWh];Battery Discharge[kWh];Battery SOC;Supply from Grid [kWh];Grid Feed-in [kWh]
2024-01-01 00:00:00;0.066018246;0.32171065;0.0;0.0;7.535;21.605;32.112491507666014;21.422491507666013;10.915;1.0330505;0.0;4.6240001;0.0;-0.0;-0.0;0.066018246;0.0
2024-01-01 00:15:00;0.06409099;0.31340146;0.0;0.0;7.535;21.605;32.11249140766601;21.422491407666012;10.915;1.0330505;0.0;4.624000199999999;0.0;0.0;-0.0;0.06409099;0.0
2024-01-01 00:30:00;0.063885406;0.3096816;0.0;0.0;7.535;21.605;32.11249130766601;21.42249130766601;10.915;1.0330505;0.0;4.6240003;0.0;0.0;-0.0;0.063885406;0.0
2024-01-01 00:45:00;0.06581287;0.3163699;0.0;0.0;7.535;21.605;32.11249120766602;21.422491207666017;10.915;1.0330505;0.0;4.6240004;0.0;0.0;-0.0;0.06581287;0.0
2024-01-01 01:00:00;0.059953377;0.30962572;0.0;-0.001;7.535;21.60381;32.11249110766602;21.422491107666016;10.91381;1.0320805;-0.00097000005;4.624000499999999;0.0;0.0;-0.0;0.059953377;0.0
2024-01-01 01:15:00;0.061192557;0.30807936;0.0;-0.001;7.535;21.60381;32.112491007666016;21.422491007666014;10.91381;1.0320805;-0.00097000005;4.6240006;0.0;0.0;-0.0;0.061192557;0.0
2024-01-01 01:30:00;0.05800757;0.2928086;0.0;-0.001;7.535;21.60381;32.112490907666015;21.422490907666013;10.91381;1.0320805;-0.00097000005;4.6240007;0.0;0.0;-0.0;0.05800757;0.0
2024-01-01 01:45:00;0.056230053;0.29139888;0.0;-0.001;7.535;21.60381;32.11249080766601;21.422490807666012;10.91381;1.0320805;-0.00097000005;4.624000799999999;0.0;0.0;-0.0;0.056230053;0.0
2024-01-01 02:00:00;0.06003943;0.29878896;0.0;-0.003;7.535;21.601429;32.11249070766601;21.42249070766601;10.911429;1.0301405;-0.00291;4.6240008999999995;0.0;0.0;-0.0;0.06003943;0.0
2024-01-01 02:15:00;0.057134017;0.28729397;0.0;-0.003;7.535;21.601429;32.11249060766602;21.422490607666017;10.911429;1.0301405;-0.00291;4.624001;0.0;0.0;-0.0;0.057134017;0.0
