Datetime;Load Energy [kWh];SLP-Energy [kWh];PV-Energy [kWh];Energy Price [Cent/kWh];Monthly Average Price [Cent/kWh];Dynamic Electricity Price [Cent/kWh];Static Electricity Price [Cent/kWh];Static Timevariant Electricity Price [Cent/kWh];Dynamic Timevariant Electricity Price [Cent/kWh];Dynamic Feed-in Price [Cent/kWh];Dynamic Feed-in Price U20 [Cent/kWh];Static Feed-in Price [Cent/kWh];Battery Charge [kWh];Battery Discharge[kWh];Battery SOC;Supply from Grid [kWh];Grid Feed-in [kWh]
2024-01-01 00:00:00;0.054931775;0.19302638;0.0;0.0;7.535;21.605;32.112491507666014;21.422491507666013;10.915;0.0;0.0;4.6240001;0.0;-0.0;-0.0;0.054931775;0.0
2024-01-01 00:15:00;0.05107506;0.18804087;0.0;0.0;7.535;21.605;32.11249140766601;21.422491407666012;10.915;0.0;0.0;4.624000199999999;0.0;0.0;0.0;0.05107506;0.0
2024-01-01 00:30:00;0.049579468;0.18580894;0.0;0.0;7.535;21.605;32.11249130766601;21.42249130766601;10.915;0.0;0.0;4.6240003;0.0;-0.0;-0.0;0.049579468;0.0
2024-01-01 00:45:00;0.046415284;0.18982194;0.0;0.0;7.535;21.605;32.11249120766602;21.422491207666017;10.915;0.0;0.0;4.6240004;0.0;0.0;0.0;0.046415284;0.0
2024-01-01 01:00:00;0.04662012;0.18577541;0.0;-0.001;7.535;21.60381;32.11249110766602;21.422491107666016;10.91381;-0.00097000005;-0.00097000005;4.624000499999999;0.0;-0.0;-0.0;0.04662012;0.0
2024-01-01 01:15:00;0.0474566;0.18484762;0.0;-0.001;7.535;21.60381;32.112491007666016;21.422491007666014;10.91381;-0.00097000005;-0.00097000005;4.6240006;0.0;0.0;0.0;0.0474566;0.0
2024-01-01 01:30:00;0.04871899;0.17568517;0.0;-0.001;7.535;21.60381;32.112490907666015;21.422490907666013;10.91381;-0.00097000005;-0.00097000005;4.6240007;0.0;-0.0;-0.0;0.04871899;0.0
2024-01-01 01:45:00;0.05234135;0.17483935;0.0;-0.001;7.535;21.60381;32.11249080766601;21.422490807666012;10.91381;-0.00097000005;-0.00097000005;4.624000799999999;0.0;0.0;0.0;0.05234135;0.0
2024-01-01 02:00:00;0.049466547;0.1792734;0.0;-0.003;7.535;21.601429;32.11249070766601;21.42249070766601;10.911429;-0.00291;-0.00291;4.6240008999999995;0.0;-0.0;-0.0;0.049466547;0.0
2024-01-01 02:15:00;0.049689513;0.1723764;0.0;-0.003;7.535;21.601429;32.11249060766602;21.422490607666017;10.911429;-0.00291;-0.00291;4.624001;0.0;0.0;0.0;0.049689513;0.0
2024-01-01 02:30:00;0.054287083;0.17229815;0.0;-0.003;7.535;21.601429;32.11249050766602;21.422490507666016;10.911429;-0.00291;-0.00291;4.6240011;0.0;-0.0;-0.0;0.054287083;0.0
2024-01-01 02:45:00;0.06687814;0.17162745;0.0;-0.003;7.535;21.601429;32.112490407666016;21.422490407666015;10.911429;-0.00291;-0.00291;4.6240011999999995;0.0;0.0;0.0;0.06687814;0.0
2024-01-01 03:00:00;0.058070816;0.17330793;0.0;-0.002;7.535;21.60262;32.112490307666015;21.422490307666013;10.91262;-0.0019400001;-0.0019400001;4.6240013;0.0;-0.0;-0.0;0.058070816;0.0
2024-01-01 03:15:00;0.058957662;0.17541315;0.0;-0.002;7.535;21.60262;32.11249020766601;21.422490207666012;10.91262;-0.0019400001;-0.0019400001;4.6240014;0.0;0.0;0.0;0.058957662;0.0
2024-01-01 03:30:00;0.05748968;0.17391899;0.0;-0.002;7.535;21.60262;32.11249010766601;21.42249010766601;10.91262;-0.0019400001;-0.0019400001;4.624001499999999;0.0;-0.0;-0.0;0.05748968;0.0
2024-01-01 03:45:00;0.05866666;0.17339733;0.0;-0.002;7.535;21.60262;32.11249000766602;21.422490007666017;10.91262;-0.0019400001;-0.0019400001;4.6240016;0.0;0.0;0.0;0.05866666;0.0
2024-01-01 04:00:00;0.06309837;0.17656079;0.0;-0.0050000004;7.535;21.599049;32.11248990766602;21.422489907666016;10.909049;-0.00485;-0.00485;4.6240017;0.0;-0.0;-0.0;0.06309837;0.0
2024-01-01 04:15:00;0.059318125;0.1711207;0.0;-0.0050000004;7.535;21.599049;32.112489807666016;21.422489807666015;10.909049;-0.00485;-0.00485;4.624001799999999;0.0;0.0;0.0;0.059318125;0.0
2024-01-01 04:30:00;0.061387844;0.1631506;0.0;-0.0050000004;7.535;21.599049;32.112489707666015;21.422489707666013;10.909049;-0.00485;-0.00485;4.6240019;0.0;-0.0;-0.0;0.061387844;0.0
2024-01-01 04:45:00;0.062496174;0.16164152;0.0;-0.0050000004;7.535;21.599049;32.112489607666014;21.422489607666012;10.909049;-0.00485;-0.00485;4.624002;0.0;0.0;0.0;0.062496174;0.0
