Datetime;Load Energy [kWh];SLP-Energy [kWh];PV-Energy [kWh];Energy Price [Cent/kWh];Monthly Average Price [Cent/kWh];Dynamic Electricity Price [Cent/kWh];Static Electricity Price [Cent/kWh];Static Timevariant Electricity Price [Cent/kWh];Dynamic Timevariant Electricity Price [Cent/kWh];Dynamic Feed-in Price [Cent/kWh];Dynamic Feed-in Price U20 [Cent/kWh];Static Feed-in Price [Cent/kWh];Battery Charge [kWh];Battery Discharge[kWh];Battery SOC;Supply from Grid [kWh];Grid Feed-in [kWh]
2024-01-01 00:00:00;0.061684523;0.22519743;0.0;0.0;7.535;21.605;32.112491507666014;21.422491507666013;10.915;0.7808503;0.0;7.940000100000001;-0.0;0.0;-0.0;0.061684523;0.0
2024-01-01 00:15:00;0.055595163;0.219381;0.0;0.0;7.535;21.605;32.11249140766601;21.422491407666012;10.915;0.7808503;0.0;7.9400002;-0.0;0.0;-0.0;0.055595163;0.0
2024-01-01 00:30:00;0.0490575;0.21677709;0.0;0.0;7.535;21.605;32.11249130766601;21.42249130766601;10.915;0.7808503;0.0;7.9400003;-0.0;0.0;-0.0;0.0490575;0.0
2024-01-01 00:45:00;0.04814332;0.22145894;0.0;0.0;7.535;21.605;32.11249120766602;21.422491207666017;10.915;0.7808503;0.0;7.940000400000001;-0.0;0.0;-0.0;0.04814332;0.0
2024-01-01 01:00:00;0.048026606;0.21673799;0.0;-0.001;7.535;21.60381;32.11249110766602;21.422491107666016;10.91381;0.7798803;-0.00097000005;7.9400005;-0.0;0.0;-0.0;0.048026606;0.0
2024-01-01 01:15:00;0.047846854;0.21565557;0.0;-0.001;7.535;21.60381;32.112491007666016;21.422491007666014;10.91381;0.7798803;-0.00097000005;7.9400006;-0.0;0.0;-0.0;0.047846854;0.0
2024-01-01 01:30:00;0.045131516;0.20496604;0.0;-0.001;7.535;21.60381;32.112490907666015;21.422490907666013;10.91381;0.7798803;-0.00097000005;7.940000700000001;-0.0;0.0;-0.0;0.045131516;0.0
2024-01-01 01:45:00;0.048769347;0.20397925;0.0;-0.001;7.535;21.60381;32.11249080766601;21.422490807666012;10.91381;0.7798803;-0.00097000005;7.9400008;-0.0;0.0;-0.0;0.048769347;0.0
2024-01-01 02:00:00;0.04623231;0.20915228;0.0;-0.003;7.535;21.601429;32.11249070766601;21.42249070766601;10.911429;0.7779403;-0.00291;7.9400009;-0.0;0.0;-0.0;0.04623231;0.0
2024-01-01 02:15:00;0.045648124;0.2011058;0.0;-0.003;7.535;21.601429;32.11249060766602;21.422490607666017;10.911429;0.7779403;-0.00291;7.9400010000000005;-0.0;0.0;-0.0;0.045648124;0.0
2024-01-01 02:30:00;0.056351647;0.20101449;0.0;-0.003;7.535;21.601429;32.11249050766602;21.422490507666016;10.911429;0.7779403;-0.00291;7.940001100000001;-0.0;0.0;-0.0;0.056351647;0.0
2024-01-01 02:45:00;0.055108976;0.20023203;0.0;-0.003;7.535;21.601429;32.112490407666016;21.422490407666015;10.911429;0.7779403;-0.00291;7.9400012;-0.0;0.0;-0.0;0.055108976;0.0
2024-01-01 03:00:00;0.05175606;0.20219256;0.0;-0.002;7.535;21.60262;32.112490307666015;21.422490307666013;10.91262;0.77891034;-0.0019400001;7.9400013000000005;-0.0;0.0;-0.0;0.05175606;0.0
2024-01-01 03:15:00;0.053217538;0.20464867;0.0;-0.002;7.535;21.60262;32.11249020766601;21.422490207666012;10.91262;0.77891034;-0.0019400001;7.940001400000001;-0.0;0.0;-0.0;0.053217538;0.0
2024-01-01 03:30:00;0.053689986;0.20290549;0.0;-0.002;7.535;21.60262;32.11249010766601;21.42249010766601;10.91262;0.77891034;-0.0019400001;7.9400015;-0.0;0.0;-0.0;0.053689986;0.0
2024-01-01 03:45:00;0.054724;0.20229688;0.0;-0.002;7.535;21.60262;32.11249000766602;21.422490007666017;10.91262;0.77891034;-0.0019400001;7.9400016;-0.0;0.0;-0.0;0.054724;0.0
2024-01-01 04:00:00;0.05641698;0.2059876;0.0;-0.0050000004;7.535;21.599049;32.11248990766602;21.422489907666016;10.909049;0.7760003;-0.00485;7.940001700000001;-0.0;0.0;-0.0;0.05641698;0.0
2024-01-01 04:15:00;0.06219033;0.19964081;0.0;-0.0050000004;7.535;21.599049;32.112489807666016;21.422489807666015;10.909049;0.7760003;-0.00485;7.9400018;-0.0;0.0;-0.0;0.06219033;0.0
2024-01-01 04:30:00;0.067973204;0.19034237;0.0;-0.0050000004;7.535;21.599049;32.112489707666015;21.422489707666013;10.909049;0.7760003;-0.00485;7.9400019;-0.0;0.0;-0.0;0.067973204;0.0
2024-01-01 04:45:00;0.064920224;0.1885818;0.0;-0.0050000004;7.535;21.599049;32.112489607666014;21.422489607666012;10.909049;0.7760003;-0.00485;7.940002000000001;-0.0;0.0;-0.0;0.064920224;0.0
2024-01-01 05:00:00;0.062075235;0.19935825;0.0;-0.002;7.535;21.60262;32.11248950766601;21.42248950766601;10.91262;0.77891034;-0.0019400001;7.9400021;-0.0;0.0;-0.0;0.062075235;0.0
2024-01-01 05:15:00;0.073702574;0.20041025;0.0;-0.002;7.535;21.60262;32.11248940766602;21.422489407666017;10.91262;0.77891034;-0.0019400001;7.9400022;-0.0;0.0;-0.0;0.073702574;0.0
2024-01-01 05:30:00;0.075768866;0.21157797;0.0;-0.002;7.535;21.60262;32.11248930766602;21.422489307666016;10.91262;0.77891034;-0.0019400001;7.940002300000001;-0.0;0.0;-0.0;0.075768866;0.0
2024-01-01 05:45:00;0.080388665;0.21602505;0.0;-0.002;7.535;21.60262;32.112489207666016;21.422489207666015;10.91262;0.77891034;-0.0019400001;7.9400024;-0.0;0.0;-0.0;0.080388665;0.0
2024-01-01 06:00:00;0.10250927;0.22459751;0.0;0.0;7.535;21.605;32.112489107666015;32.112489107666015;21.605;0.7808503;0.0;7.9400025;0.0;0.0;-0.0;0.10250927;0.0
2024-01-01 06:15:00;0.116991274;0.23622604;0.0;0.0;7.535;21.605;32.112489007666014;32.112489007666014;21.605;0.7808503;0.0;7.940002600000001;0.0;0.0;-0.0;0.116991274;0.0
2024-01-01 06:30:00;0.1243679;0.24196425;0.0;0.0;7.535;21.605;32.11248890766601;32.11248890766601;21.605;0.7808503;0.0;7.9400027;0.0;0.0;-0.0;0.1243679;0.0
2024-01-01 06:45:00;0.15435053;0.23717374;0.0;0.0;7.535;21.605;32.11248880766602;32.11248880766602;21.605;0.7808503;0.0;7.9400028;0.0;0.0;-0.0;0.15435053;0.0
2024-01-01 07:00:00;0.15416501;0.23284402;0.0;0.004;7.535;21.60976;32.11248870766602;32.11248870766602;21.60976;0.7847303;0.0038800002;7.9400029000000005;0.0;0.0;-0.0;0.15416501;0.0
2024-01-01 07:15:00;0.15092391;0.24176425;0.0;0.004;7.535;21.60976;32.112488607666016;32.112488607666016;21.60976;0.7847303;0.0038800002;7.940003000000001;0.0;0.0;-0.0;0.15092391;0.0
2024-01-01 07:30:00;0.14408039;0.2632303;0.0;0.004;7.535;21.60976;32.112488507666015;32.112488507666015;21.60976;0.7847303;0.0038800002;7.9400031;0.0;0.0;-0.0;0.14408039;0.0
2024-01-01 07:45:00;0.1525661;0.272294;0.0;0.004;7.535;21.60976;32.112488407666014;32.112488407666014;21.60976;0.7847303;0.0038800002;7.9400032000000005;0.0;0.0;-0.0;0.1525661;0.0
2024-01-01 08:00:00;0.14011852;0.29802883;0.0;0.006;7.535;21.612139;32.11248830766601;32.11248830766601;21.612139;0.78667027;0.00582;7.940003300000001;0.0;0.0;-0.0;0.14011852;0.0
2024-01-01 08:15:00;0.123558395;0.3082967;0.0;0.006;7.535;21.612139;32.11248820766602;32.11248820766602;21.612139;0.78667027;0.00582;7.9400034;0.0;0.0;-0.0;0.123558395;0.0
2024-01-01 08:30:00;0.13403127;0.3002676;0.021873064;0.006;7.535;21.612139;32.11248810766602;32.11248810766602;21.612139;0.78667027;0.00582;7.9400035;0.0;0.0;-0.0;0.1121582;0.0
2024-01-01 08:45:00;0.15370852;0.2941469;0.04288806;0.006;7.535;21.612139;32.112488007666016;32.112488007666016;21.612139;0.78667027;0.00582;7.940003600000001;0.0;0.0;-0.0;0.11082046;0.0
2024-01-01 09:00:00;0.16326915;0.29356438;0.042014964;0.054;7.535;21.66926;32.112487907666015;32.112487907666015;21.66926;0.8332303;0.052380003;7.9400037;0.0;0.0;-0.0;0.12125418;0.0
2024-01-01 09:15:00;0.17515853;0.29622483;0.050427437;0.054;7.535;21.66926;32.112487807666014;32.112487807666014;21.66926;0.8332303;0.052380003;7.9400038;0.0;0.0;-0.0;0.12473109;0.0
