Datetime;Load Energy [kWh];SLP-Energy [kWh];PV-Energy [kWh];Energy Price [Cent/kWh];Monthly Average Price [Cent/kWh];Dynamic Electricity Price [Cent/kWh];Static Electricity Price [Cent/kWh];Static Timevariant Electricity Price [Cent/kWh];Dynamic Timevariant Electricity Price [Cent/kWh];Dynamic Feed-in Price [Cent/kWh];Dynamic Feed-in Price U20 [Cent/kWh];Static Feed-in Price [Cent/kWh];Battery Charge [kWh];Battery Discharge[kWh];Battery SOC;Supply from Grid [kWh];Grid Feed-in [kWh]
2024-01-01 00:00:00;0.013394793;0.09323397;0.0;0.0;7.535;21.605;32.11249532236328;21.42249532236328;10.915;4.9130507;0.0;4.6240001;-0.0;-0.0;0.0;0.013394793;0.0
2024-01-01 00:15:00;0.013826825;0.090825915;0.0;0.0;7.535;21.605;32.11249522236328;21.422495222363278;10.915;4.9130507;0.0;4.624000199999999;0.0;0.0;-0.0;0.013826825;0.0
2024-01-01 00:30:00;0.018518751;0.08974787;0.0;0.0;7.535;21.605;32.11249512236328;21.422495122363276;10.915;4.9130507;0.0;4.6240003;0.0;0.0;-0.0;0.018518751;0.0
2024-01-01 00:45:00;0.018702375;0.0916862;0.0;0.0;7.535;21.605;32.112495022363284;21.422495022363282;10.915;4.9130507;0.0;4.6240004;0.0;0.0;-0.0;0.018702375;0.0
2024-01-01 01:00:00;0.013468757;0.08973167;0.0;-0.001;7.535;21.60381;32.11249492236328;21.42249492236328;10.91381;4.912081;-0.00097000005;4.624000499999999;0.0;0.0;-0.0;0.013468757;0.0
2024-01-01 01:15:00;0.015510788;0.08928354;0.0;-0.001;7.535;21.60381;32.11249482236328;21.42249482236328;10.91381;4.912081;-0.00097000005;4.6240006;-0.0;0.0;0.0;0.015510788;0.0
2024-01-01 01:30:00;0.023093954;0.08485796;0.0;-0.001;7.535;21.60381;32.11249472236328;21.42249472236328;10.91381;4.912081;-0.00097000005;4.6240007;-0.0;0.0;0.0;0.023093954;0.0
2024-01-01 01:45:00;0.013619265;0.08444942;0.0;-0.001;7.535;21.60381;32.11249462236328;21.422494622363278;10.91381;4.912081;-0.00097000005;4.624000799999999;-0.0;0.0;0.0;0.013619265;0.0
2024-01-01 02:00:00;0.013191337;0.08659112;0.0;-0.003;7.535;21.60143;32.11249452236328;21.422494522363277;10.911431;4.9101405;-0.00291;4.6240008999999995;-0.0;0.0;0.0;0.013191337;0.0
2024-01-01 02:15:00;0.042256385;0.08325979;0.0;-0.003;7.535;21.60143;32.112494422363284;21.422494422363282;10.911431;4.9101405;-0.00291;4.624001;-0.0;0.0;0.0;0.042256385;0.0
